,Unnamed: 0,gameName,genre,reviewScore,playTime,appID
478,478,Super Mario Bros. 2,Platform,69,9.29,
479,479,Dragon Quest VIII: Journey of the Cursed King,Role-Playing,86,70.95,
480,480,LEGO Indiana Jones: The Original Adventures,Action,71,57.24,32330
481,481,LEGO Pirates of the Caribbean: The Video Game,Action,71,46.27,311770
482,482,Mario Kart DS,Racing,80,7.23,
483,483,The Night of the Rabbit,Adventure,70,9.63,1377380
484,484,Evil Genius,Strategy,71,27.37,700600
485,485,God of War: Ascension,Action,73,8.7,2322010
486,486,Napoleon: Total War,Strategy,76,32.75,34030
487,487,Resident Evil 3: Nemesis,Action,81,27.04,952060
488,488,Super Paper Mario,Platform,78,38.48,
489,489,The Legend of Heroes: Trails of Cold Steel II,Role-Playing,83,211.38,538680
490,490,War for the Overworld,Strategy,72,14.38,230190
491,491,One Piece: Pirate Warriors 3,Action,73,46.57,1089090
492,492,Tokyo Xanadu eX+,Role-Playing,75,123.55,587260
493,493,Brink,Shooter,52,19.45,22350
494,494,Killer7,Action,82,38.92,868520
495,495,Operation Flashpoint: Dragon Rising,Shooter,59,43.66,
496,496,Silent Hill 3,Action,82,28.54,
497,497,The Testament of Sherlock Holmes,Adventure,75,38.76,205650
498,498,Worms,Strategy,74,7.47,327030
499,499,Rayman Raving Rabbids,Misc,62,23.67,15080
500,500,Commandos 2: Men of Courage,Strategy,83,20.67,6830
501,501,Operation Flashpoint: Red River,Shooter,62,32.96,
502,502,Oddworld: Stranger's Wrath,Adventure,72,19.73,15750
503,503,State of Decay,Strategy,75,65.03,495420
504,504,No More Heroes,Action,78,32.24,1420290
505,505,Sega Bass Fishing,Sports,69,6.9,
506,506,Grand Theft Auto 2,Action,69,12.42,3240220
507,507,Risen 3: Titan Lords,Role-Playing,71,106.85,249230
508,508,Bionic Commando,Platform,62,21.66,21670
509,509,Castlevania: Lords of Shadow - Mirror of Fate,Action,71,30.65,282530
510,510,King's Bounty: Armored Princess,Role-Playing,82,29.48,3170
511,511,Kirby's Adventure,Platform,77,7.87,
512,512,Metroid Prime 2: Echoes,Shooter,84,33.85,
513,513,Resident Evil,Action,88,22.2,2050650
514,514,The Bard's Tale,Role-Playing,70,54.39,843260
515,515,The Elder Scrolls IV: Oblivion,Role-Playing,83,111.28,2623190
516,516,Tom Clancy's Splinter Cell: Double Agent,Action,69,65.41,13580
517,517,Minecraft: Story Mode,Adventure,68,70.78,
518,518,Castlevania: Aria of Sorrow,Platform,85,13.98,
519,519,Republique,Action,63,21.06,915200
520,520,Fable II,Role-Playing,76,37.34,956450
521,521,Metroid Prime 3: Corruption,Shooter,83,27.97,
522,522,Halo 5: Guardians,Shooter,70,16.08,
523,523,Star Trek Online,Role-Playing,58,196.4,9900
524,524,Battlestations: Midway,Strategy,60,16.42,6870
525,525,Bejeweled 3,Puzzle,72,12.53,78000
526,526,Botanicula,Adventure,76,3.53,207690
527,527,Grand Theft Auto,Action,66,47.2,3240220
528,528,Stronghold,Strategy,78,19.9,3024040
529,529,The King of Fighters XIII,Fighting,78,10.47,363150
530,530,XIII,Shooter,73,17.55,363150
531,531,Deadpool,Action,70,45.83,
532,532,Rocksmith 2014,Misc,84,411.87,221680
533,533,Contrast,Platform,67,22.07,224460
534,534,Xenoblade Chronicles X,Role-Playing,82,68.23,
535,535,Xenogears,Role-Playing,87,121.25,
536,536,Fire Emblem: Path of Radiance,Action,86,34.43,
537,537,Oddworld: Munch's Oddysee,Platform,63,25.52,15740
538,538,Red Faction II,Shooter,61,19.48,20550
539,539,Sid Meier's Railroads!,Simulation,63,16.43,7600
540,540,Silent Hill: Homecoming,Action,62,39.37,19000
541,541,Command & Conquer: Red Alert 3,Strategy,75,63.67,2229850
542,542,Broken Sword 5: The Serpent's Curse,Adventure,72,43.66,262940
543,543,Castlevania,Platform,74,10.08,2369900
544,544,Fire Emblem: The Sacred Stones,Strategy,81,23.87,
545,545,Blood Bowl,Sports,66,3.42,1016950
546,546,The Inner World,Adventure,73,6.43,251430
547,547,Sonic Unleashed,Platform,67,76.66,
548,548,The Longest Journey,Adventure,84,17.97,6310
549,549,Saints Row IV,Action,75,75.08,206420
550,550,Agatha Christie: The ABC Murders,Adventure,65,29.55,374900
551,551,Anno 2070,Strategy,71,26.83,48240
552,552,Parasite Eve,Role-Playing,80,19.63,
553,553,Lost Planet: Extreme Condition,Shooter,68,30.71,6510
554,554,Tom Clancy's Rainbow Six: Vegas 2,Shooter,75,33.74,15120
555,555,Wii Sports,Sports,75,4.87,
556,556,BlazBlue: Chrono Phantasma,Fighting,76,69.48,
557,557,Overwatch,Shooter,80,142.67,2357570
558,558,Game of Thrones,Role-Playing,68,58.87,3183280
559,559,Halo 3: ODST,Shooter,75,24.42,1695794
560,560,Pikmin 2,Strategy,84,24.57,
561,561,"999: Nine Hours, Nine Persons, Nine Doors",Adventure,86,44.24,
562,562,Blades of Time,Action,65,18.58,208670
563,563,Devil May Cry 4,Action,77,45.5,601150
564,564,Grandia,Role-Playing,82,79.63,1034860
565,565,Unreal Tournament,Shooter,85,24.33,
566,566,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,80,16.0,
567,567,inFAMOUS,Action,77,14.75,376520
568,568,Ratchet & Clank: Up Your Arsenal,Platform,84,23.02,
569,569,Quake 4,Shooter,71,16.28,2210
570,570,Aliens: Colonial Marines,Shooter,48,20.82,49540
571,571,Crash Bandicoot 3: Warped,Platform,83,31.27,
572,572,Halo 2,Shooter,82,36.16,
573,573,Kirby 64: The Crystal Shards,Platform,73,7.85,
574,574,Saints Row,Action,60,65.31,55230
575,575,Defiance,Shooter,60,30.0,1839950
576,576,Mario Kart 64,Racing,79,9.5,
577,577,X3: Terran Conflict,Simulation,80,47.83,2820
578,578,Call of Juarez: Bound in Blood,Shooter,74,23.56,21980
579,579,Painkiller: Hell & Damnation,Shooter,65,13.65,214870
580,580,Ys: The Oath in Felghana,Role-Playing,80,11.4,207320
581,581,RollerCoaster Tycoon 2: Triple Thrill Pack,Strategy,84,23.8,285330
582,582,The Technomancer,Role-Playing,63,74.05,338390
583,583,Hexen,Shooter,73,10.48,3286930
584,584,Worms Blast,Puzzle,44,31.73,70650
585,585,Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,63,15.12,249870
586,586,Steins;Gate 0,Adventure,83,29.27,825630
587,587,Harry Potter and the Chamber of Secrets,Action,70,14.52,
588,588,Danganronpa Another Episode: Ultra Despair Girls,Action,68,34.62,555950
589,589,Crash Bandicoot 2: Cortex Strikes Back,Platform,81,36.68,
590,590,Mario & Luigi: Superstar Saga,Role-Playing,83,17.47,
591,591,Pokémon Colosseum,Role-Playing,76,23.87,
592,592,Disgaea 2: Dark Hero Days,Role-Playing,80,30.35,
593,593,Donkey Kong,Platform,65,4.88,
594,594,Final Fantasy X-2,Role-Playing,71,199.51,359870
595,595,Diablo III,Role-Playing,78,76.93,
596,596,Singularity,Shooter,73,23.0,977400
597,597,Super Mario 3D World,Platform,85,10.95,3465780
598,598,The Secret World,Role-Playing,73,35.5,2583690
599,599,Star Wars: Battlefront,Shooter,64,30.62,1237950
600,600,FlatOut 2,Racing,83,25.89,2990
601,601,Spyro 2: Ripto's Rage!,Platform,82,43.58,
602,602,Call of Juarez,Shooter,71,16.38,204450
603,603,Commandos 3: Destination Berlin,Strategy,75,12.87,6840
604,604,Dino Crisis,Action,75,19.43,
605,605,Jurassic Park: The Game,Action,61,19.72,2703850
606,606,One Piece: Burning Blood,Fighting,66,18.76,425220
607,607,Jak 3,Platform,78,46.41,
608,608,LittleBigPlanet,Platform,76,8.95,
609,609,Ratchet & Clank: Going Commando,Platform,83,27.4,
610,610,Donkey Kong Country Returns,Platform,83,22.62,
611,611,Jak II,Platform,74,67.43,
612,612,Phoenix Wright: Ace Attorney - Trials and Tribulations,Adventure,89,110.19,
613,613,Star Wars: The Force Unleashed,Action,71,63.41,32430
614,614,Tony Hawk's Pro Skater 2,Sports,85,17.15,2395210
615,615,Unreal Tournament 2004,Shooter,84,14.07,
616,616,Silent Hill 4: The Room,Action,72,27.36,
617,617,Zero Escape: Virtue's Last Reward,Adventure,87,51.9,
618,618,ReCore,Action,62,38.04,1608070
619,619,Grand Theft Auto: Liberty City Stories,Action,72,46.87,12220
620,620,Microsoft Flight Simulator,Simulation,80,53.74,1250410
621,621,Fire Emblem: Shadow Dragon,Role-Playing,72,20.13,
622,622,Men of War: Assault Squad,Strategy,83,15.43,244450
623,623,Persona 2: Eternal Punishment,Role-Playing,81,50.48,
624,624,Sins of a Solar Empire: Trinity,Strategy,73,9.0,1575940
625,625,Sonic Adventure 2 Battle,Platform,80,43.61,213610
626,626,The Void,Adventure,81,24.3,1135810
627,627,TimeShift,Shooter,67,31.07,10130
628,628,Destiny,Shooter,72,48.54,1085660
629,629,Star Fox 64,Shooter,82,3.59,
630,630,Super Mario Kart,Racing,73,10.57,
631,631,Tales of the Abyss,Role-Playing,85,51.45,2016460
632,632,X-Blades,Action,52,22.68,7510
633,633,Song of the Deep,Action,70,21.34,1388590
634,634,Diablo,Role-Playing,81,26.98,2344520
635,635,Fire Emblem: Radiant Dawn,Strategy,85,92.67,
636,636,Mega Man X,Platform,87,13.42,743890
637,637,Mega Man 2,Action,81,12.13,1798020
638,638,Sonic Heroes,Platform,66,40.84,
639,639,Suikoden II,Role-Playing,91,75.6,1932640
640,640,Vagrant Story,Role-Playing,80,21.52,
641,641,Mario Kart 8,Racing,85,6.53,
642,642,Sniper: Art of Victory,Shooter,31,2.45,271500
643,643,Alone in the Dark,Adventure,57,48.12,2239710
644,644,BlazBlue: Calamity Trigger,Fighting,71,36.43,263300
645,645,Dragon Quest V: Hand of the Heavenly Bride,Role-Playing,86,57.32,
646,646,Final Fantasy XII,Role-Playing,82,124.06,595520
647,647,Lost Odyssey,Role-Playing,84,98.9,392410
648,648,Star Wars: Rogue Squadron,Simulation,76,7.57,1222730
649,649,Ys Seven,Role-Playing,80,21.03,587100
650,650,Ys: Memories of Celceta,Action,78,59.38,587110
651,651,Oil Rush,Strategy,41,10.42,200390
652,652,World of Warcraft,Role-Playing,85,697.23,
653,653,Grand Theft Auto: Vice City Stories,Action,74,28.46,1546990
654,654,Gears of War: Ultimate Edition,Shooter,76,26.85,
655,655,Banjo-Tooie,Platform,83,52.2,
656,656,Breath of Fire IV,Role-Playing,81,76.67,
657,657,Broken Sword: The Sleeping Dragon,Adventure,67,19.17,33610
658,658,Dante's Inferno,Action,73,31.4,1239990
659,659,Cities in Motion,Simulation,59,22.98,225420
660,660,Dark Cloud,Role-Playing,75,90.29,
661,661,Dragon's Crown,Role-Playing,77,43.5,
662,662,Battleborn,Shooter,65,27.03,
663,663,Secret of Mana,Role-Playing,78,61.7,637670
664,664,Shin Megami Tensei: Persona 4,Role-Playing,91,217.67,
665,665,Sly Cooper and the Thievius Raccoonus,Platform,76,13.45,
666,666,Star Ocean: The Last Hope,Role-Playing,73,273.05,609150
667,667,Puyo Puyo Tetris,Puzzle,79,24.54,1259790
668,668,Yoshi's Woolly World,Platform,79,12.12,
669,669,Ace Combat: Assault Horizon,Action,66,26.1,
670,670,Castlevania: Circle of the Moon,Platform,73,41.37,
671,671,Conker's Bad Fur Day,Platform,79,48.86,
672,672,Mega Man,Platform,67,9.45,1798010
673,673,Men of War,Strategy,78,37.57,244450
674,674,Metroid,Action,69,12.85,
675,675,Castlevania: Harmony of Dissonance,Platform,73,28.18,
676,676,Tekken 3,Fighting,84,11.02,
677,677,Warcraft III: Reign of Chaos,Strategy,86,21.7,
678,678,Bully,Action,82,66.72,12200
679,679,Call of Cthulhu: Dark Corners of the Earth,Adventure,71,12.13,22340
680,680,Euro Truck Simulator,Simulation,61,21.72,227300
681,681,inFAMOUS 2,Action,81,12.67,
682,682,Onimusha: Warlords,Action,76,17.82,761600
683,683,Shenmue,Adventure,81,68.13,758330
684,684,Spyro: Year of the Dragon,Platform,81,42.95,
685,685,Suikoden,Role-Playing,81,39.27,1932640
686,686,Tony Hawk's Pro Skater,Sports,80,9.0,2545710
687,687,Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,66,12.6,349040
688,688,Dungeons,Strategy,58,16.65,2712380
689,689,Need for Speed: Shift,Racing,69,39.02,1222680
690,690,Mighty No. 9,Platform,53,23.72,314710
691,691,Odin Sphere: Leifthrasir,Role-Playing,82,101.74,
692,692,Dark Cloud 2,Role-Playing,82,106.68,
693,693,Dreamfall: The Longest Journey,Adventure,78,12.42,6300
694,694,Earthworm Jim,Platform,69,10.13,38480
695,695,Metal Gear Solid 3: Subsistence,Action,94,82.79,2131650
696,696,F1 Race Stars,Racing,61,38.76,
697,697,LEGO Indiana Jones 2: The Adventure Continues,Action,66,57.0,32450
698,698,Mario & Luigi: Partners in Time,Role-Playing,76,18.78,
699,699,Sacred 3,Role-Playing,54,33.49,247950
700,700,Legend of Mana,Role-Playing,77,62.65,978520
701,701,The Order: 1886,Shooter,70,14.51,
702,702,Splatoon,Shooter,79,5.52,
703,703,Hearts of Iron III,Strategy,75,15.37,394360
704,704,Medal of Honor: Airborne,Shooter,68,30.56,47790
705,705,No More Heroes 2: Desperate Struggle,Action,76,23.73,1420300
706,706,Phoenix Wright: Ace Attorney - Justice for All,Adventure,80,88.62,
707,707,Ikaruga,Shooter,80,9.28,253750
708,708,Street Fighter X Tekken,Fighting,69,7.6,209120
709,709,Final Fantasy Tactics,Role-Playing,91,121.57,1004640
710,710,Tom Clancy's Rainbow Six: Vegas,Shooter,71,32.3,359550
711,711,NBA 2K17,Sports,70,115.55,
712,712,Battlestations: Pacific,Strategy,73,26.6,8170
713,713,Peggle Nights,Puzzle,73,12.48,3540
714,714,Perfect Dark,Action,82,20.7,
715,715,Shin Megami Tensei: Digital Devil Saga,Role-Playing,81,63.43,
716,716,Tom Clancy's Ghost Recon: Future Soldier,Shooter,70,31.92,212630
717,717,BloodRayne,Shooter,69,13.71,1373510
718,718,Command & Conquer 3: Tiberium Wars,Strategy,75,45.92,24790
719,719,Driver: San Francisco,Racing,77,36.65,
720,720,Kingdom Hearts II,Role-Playing,88,122.97,2552430
721,721,Metroid Prime: Trilogy,Shooter,92,93.13,
722,722,Sly 3: Honor Among Thieves,Platform,81,25.59,
723,723,Star Fox Adventures,Adventure,70,18.43,
724,724,Ratchet & Clank Future: A Crack in Time,Platform,84,10.68,
725,725,Disney's Aladdin,Platform,75,7.43,
726,726,FlatOut,Racing,73,13.63,2990
727,727,Gun,Shooter,75,20.03,1217060
728,728,Marvel: Ultimate Alliance,Role-Playing,72,90.29,
729,729,New Super Mario Bros. U,Platform,76,9.68,
730,730,Dragon Ball Z: Budokai Tenkaichi 3,Fighting,82,34.84,
731,731,Ratchet & Clank Future: Tools of Destruction,Platform,78,12.6,
732,732,Silent Hill: Shattered Memories,Action,75,27.67,
733,733,Star Wars: Shadows of the Empire,Action,67,4.4,560170
734,734,Wii Sports Resort,Sports,79,7.92,
735,735,Hyperdimension Neptunia U: Action Unleashed,Action,65,10.45,387340
736,736,MediEvil,Platform,71,19.3,
737,737,A Boy and His Blob,Platform,67,29.5,281200
738,738,Dino Crisis 2,Action,77,15.57,
739,739,Dirge of Cerberus: Final Fantasy VII,Shooter,64,22.95,
740,740,Grandia II,Role-Playing,82,61.85,330390
741,741,Ratchet: Deadlocked,Shooter,78,15.65,
742,742,Killzone: Shadow Fall,Shooter,65,20.25,
743,743,Forza Horizon 3,Racing,86,47.03,
744,744,Chaos;Child,Adventure,79,61.15,970570
745,745,Fatal Frame,Action,75,15.43,1732190
746,746,Kirby: Nightmare in Dream Land,Platform,76,2.53,
747,747,Leisure Suit Larry: Magna Cum Laude,Adventure,57,19.23,
748,748,Metal Gear Solid: The Twin Snakes,Action,83,10.57,
749,749,Wizardry VI: Bane of the Cosmic Forge,Role-Playing,78,72.33,245410
750,750,Microsoft Flight Simulator X,Simulation,81,279.67,1250410
751,751,LittleBigPlanet 3,Platform,68,17.12,
752,752,Trials Fusion,Racing,71,34.73,245490
753,753,Golden Sun: The Lost Age,Role-Playing,86,26.95,
754,754,Ms. Pac-Man,Puzzle,75,3.1,403410
755,755,Shenmue II,Adventure,85,99.88,758330
756,756,StarCraft II: Wings of Liberty,Strategy,86,17.5,
757,757,Stronghold Legends,Strategy,61,11.9,40980
758,758,Viewtiful Joe,Action,76,12.82,
759,759,Plants vs. Zombies: Garden Warfare 2,Shooter,74,24.35,1922560
760,760,Breath of Fire,Role-Playing,68,63.5,
761,761,Diablo II,Role-Playing,87,34.55,
762,762,Double Dragon,Action,64,4.45,1967260
763,763,F-Zero X,Racing,80,10.78,
764,764,Mario Kart: Double Dash!!,Racing,82,6.0,
765,765,Metroid: Other M,Action,67,19.05,
766,766,Mortal Kombat,Fighting,81,29.14,976310
767,767,Parasite Eve II,Role-Playing,77,11.05,
768,768,Fairy Fencer F,Role-Playing,69,77.81,524580
769,769,Eternal Darkness: Sanity's Requiem,Adventure,80,16.82,
770,770,Mega Man X4,Action,82,8.3,
771,771,Mortal Kombat II,Fighting,74,8.86,
772,772,Tales of Xillia,Role-Playing,81,36.45,2246670
773,773,Warcraft III: The Frozen Throne,Strategy,89,18.1,
774,774,Killer Instinct,Fighting,74,7.82,577940
775,775,Tearaway Unfolded,Platform,76,15.1,
776,776,Project: Snowblind,Action,60,12.73,7010
777,777,Sly Cooper: Thieves in Time,Platform,76,13.1,
778,778,Streets of Rage,Action,74,10.43,985890
779,779,Tales of Phantasia,Role-Playing,77,32.0,
780,780,The Legend of Zelda: Four Swords Adventures,Action,73,13.58,
781,781,Unreal II: The Awakening,Shooter,67,8.47,652570
782,782,Clannad,Adventure,87,63.7,324160
783,783,Crash Team Racing,Racing,85,8.28,
784,784,Donkey Kong 64,Platform,78,21.42,
785,785,FlatOut: Ultimate Carnage,Racing,79,30.32,12360
786,786,Gears of War: Judgment,Shooter,68,20.98,2523720
787,787,Killzone,Shooter,64,19.5,1533610
788,788,Kirby's Epic Yarn,Platform,76,12.55,
789,789,Legendary,Shooter,54,17.37,1328670
790,790,Castlevania III: Dracula's Curse,Platform,77,27.85,
791,791,Epic Mickey 2: The Power of Two,Action,58,51.61,245300
792,792,Ghostbusters: The Video Game,Action,72,43.59,311770
793,793,Kirby Super Star,Platform,81,11.0,
794,794,Sly 2: Band of Thieves,Platform,82,30.9,
795,795,Sonic Colors,Platform,74,10.4,2055290
796,796,Hyperdevotion Noire: Goddess Black Heart,Role-Playing,65,23.25,415480
797,797,Fairy Fencer F: Advent Dark Force,Role-Playing,68,57.68,524580
798,798,Killzone 2,Shooter,74,7.63,
799,799,Need for Speed: The Run,Action,68,17.53,
800,800,Rayman,Platform,70,12.13,242550
801,801,Super Mario All-Stars,Platform,87,17.72,
802,802,Take On Helicopters,Simulation,46,16.1,65730
803,803,Velvet Assassin,Shooter,62,19.59,16720
804,804,Breath of Fire II,Role-Playing,73,76.81,1998580
805,805,Kingdom Hearts 358/2 Days,Role-Playing,72,54.88,
806,806,Kirby & the Amazing Mirror,Platform,75,6.37,
807,807,Majesty 2 Collection,Strategy,63,20.37,73020
808,808,Midnight Club II,Racing,70,25.8,
809,809,Omerta: City of Gangsters,Simulation,67,36.65,1386780
810,810,Railroad Tycoon 3,Strategy,64,27.92,7610
811,811,Rayman 2: The Great Escape,Platform,77,32.5,
812,812,Shin Megami Tensei,Role-Playing,70,32.68,1875830
813,813,Super Mario Bros.: The Lost Levels,Platform,64,14.51,
814,814,Total War: Attila,Strategy,78,40.13,325610
815,815,Kirby's Dream Land 3,Platform,69,12.11,
816,816,Mega Man 3,Platform,79,9.23,
817,817,Still Life,Adventure,74,8.1,46480
818,818,Super Castlevania IV,Platform,80,24.91,
819,819,The Book of Unwritten Tales,Adventure,79,12.87,279940
820,820,The Last Story,Role-Playing,81,42.97,3338600
821,821,Ape Escape,Platform,76,28.11,4139400
822,822,Drakengard,Role-Playing,61,11.23,
823,823,Planetarian: Chiisana Hoshi no Yume,Adventure,77,3.18,
824,824,The King of Fighters XIV,Fighting,73,3.28,872410
825,825,Castlevania: Lords of Shadow,Action,79,54.43,234080
826,826,God Hand,Action,85,24.92,978970
827,827,Heroes of Might and Magic V,Strategy,75,53.93,297000
828,828,Star Ocean: First Departure,Role-Playing,72,27.75,
829,829,NBA 2K16,Sports,73,76.02,
830,830,F-Zero,Racing,74,11.22,1668510
831,831,Klonoa: Door to Phantomile,Platform,79,21.37,
832,832,Record of Agarest War,Role-Playing,67,277.01,1203630
833,833,Silent Hill: Downpour,Action,67,38.37,
834,834,Spider-Man 2,Action,73,19.66,2651280
835,835,The Legend of Dragoon,Role-Playing,82,52.4,2138610
836,836,Final Fantasy XIV: Heavensward,Action,87,192.75,39210
837,837,Metroid Prime Hunters,Shooter,67,6.32,
838,838,Riven: The Sequel to Myst,Adventure,78,10.12,
839,839,Tony Hawk's Pro Skater 3,Sports,81,17.17,2545710
840,840,Wario Land 4,Platform,79,5.62,
841,841,Yoshi's Story,Platform,66,4.35,
842,842,Enemy Front,Shooter,58,20.82,256190
843,843,WWE 2K16,Sports,66,70.63,
844,844,Burnout 3: Takedown,Racing,85,28.08,
845,845,Conflict: Desert Storm,Shooter,62,14.61,211780
846,846,Drakensang: The Dark Eye,Role-Playing,69,31.83,243200
847,847,Spider-Man,Action,75,8.62,1817070
848,848,Still Life 2,Adventure,59,10.13,46490
849,849,Pikmin 3,Strategy,86,12.75,
850,850,Fatal Frame: Maiden of Black Water,Action,71,54.48,1732190
851,851,Crash Bandicoot: The Wrath of Cortex,Platform,68,12.82,
852,852,F1 2012,Racing,74,127.8,
853,853,Final Fight,Action,72,13.09,222420
854,854,Gran Turismo 3: A-Spec,Racing,80,38.7,
855,855,Mega Man X3,Action,74,20.7,
856,856,Toy Story 3: The Video Game,Action,70,34.73,300820
857,857,Ratchet & Clank: Into the Nexus,Shooter,75,5.32,
858,858,Chaos;Head Noah,Adventure,74,17.25,1961950
859,859,Burnout Paradise,Racing,80,50.32,1238080
860,860,Caesar III,Strategy,76,42.83,517790
861,861,Call of Duty 3,Shooter,66,49.18,1938090
862,862,Lost Planet 2,Shooter,63,42.53,45750
863,863,Need for Speed: ProStreet,Racing,67,39.77,1222680
864,864,Resident Evil: The Umbrella Chronicles,Action,67,25.34,
865,865,Mega Man X2,Platform,79,11.89,
866,866,Tom Clancy's Ghost Recon,Shooter,74,24.5,2231380
867,867,Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,67,32.16,
868,868,Ty the Tasmanian Tiger,Platform,75,36.56,411960
869,869,Knack,Platform,62,21.91,2710050
870,870,Advance Wars,Strategy,81,15.55,
871,871,Contra III: The Alien Wars,Shooter,77,6.77,
872,872,F1 2011,Racing,67,69.73,
873,873,Front Mission Evolved,Shooter,57,23.52,43000
874,874,Frontlines: Fuel of War,Shooter,60,15.17,9460
875,875,LEGO Star Wars II: The Original Trilogy,Action,74,54.3,
876,876,Dragon Quest VI: Realms of Revelation,Role-Playing,77,40.67,
877,877,Hunted: The Demon's Forge,Action,64,37.04,22450
878,878,Mega Man 5,Platform,72,8.15,
879,879,Metal Gear Solid 2: Substance,Action,88,83.54,2131640
880,880,Nintendo Land,Misc,71,10.43,
881,881,Tales of Symphonia: Dawn of the New World,Role-Playing,71,65.82,
882,882,TimeSplitters 2,Shooter,83,17.24,
883,883,Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,82,48.53,
884,884,Xenosaga Episode I: Der Wille zur Macht,Role-Playing,77,40.42,
885,885,Xenosaga Episode III: Also sprach Zarathustra,Role-Playing,83,76.28,
886,886,Titanfall,Shooter,75,26.69,1237970
887,887,Persona 4: Dancing All Night,Misc,77,18.81,
888,888,Harry Potter and the Order of the Phoenix,Action,65,45.42,
889,889,Harry Potter and the Prisoner of Azkaban,Action,69,22.68,
890,890,Haunting Ground,Action,74,8.67,
891,891,Injustice: Gods Among Us,Fighting,74,39.23,242700
892,892,Ninja Gaiden Sigma,Action,76,83.05,
893,893,Ratchet & Clank: Size Matters,Platform,66,6.83,
894,894,Resident Evil: Operation Raccoon City,Action,49,18.1,
895,895,Resonance of Fate,Role-Playing,74,205.38,645730
896,896,Sacred Gold,Role-Playing,72,22.4,225640
897,897,Sonic Adventure,Platform,75,43.28,213610
898,898,Test Drive Unlimited 2,Racing,72,82.78,1249970
899,899,The Lord of the Rings: The Two Towers,Action,70,6.48,212500
900,900,Black,Shooter,74,23.19,2358720
901,901,Command & Conquer 3: Kane's Wrath,Strategy,76,18.33,24810
902,902,Devil May Cry 3: Dante's Awakening,Action,83,46.7,
903,903,Shin Megami Tensei: Digital Devil Saga 2,Role-Playing,81,65.45,
904,904,Silent Hill: Origins,Action,67,6.92,
905,905,Worms World Party,Strategy,77,8.4,270910
906,906,The Crew,Racing,70,58.76,2698940
907,907,Sword Art Online: Lost Song,Role-Playing,64,109.02,840720
908,908,Castlevania II: Simon's Quest,Platform,63,29.66,
909,909,Gun Metal,Shooter,53,2.57,267920
910,910,Men of War: Vietnam,Strategy,70,6.28,244450
911,911,FIFA 17,Sports,72,129.69,
912,912,Army Men: RTS,Strategy,67,9.0,694500
913,913,Borderlands: The Handsome Collection,Shooter,78,136.86,
914,914,Fatal Frame II: Crimson Butterfly,Action,83,30.72,3920610
915,915,Guilty Gear Isuka,Fighting,66,3.15,267900
916,916,Mega Man 6,Platform,73,9.45,
917,917,Mortal Kombat 3,Fighting,72,6.84,
918,918,Post Mortem,Adventure,66,6.85,46550
919,919,Super Smash Bros.,Fighting,80,4.02,
920,920,The Book of Unwritten Tales: The Critter Chronicles,Action,71,7.35,221830
921,921,Baldur's Gate: Dark Alliance,Role-Playing,76,32.23,1889930
922,922,Disciples III: Renaissance,Strategy,63,25.0,33670
923,923,Mega Man X6,Action,61,11.85,
924,924,Puzzle Quest: Challenge of the Warlords,Puzzle,79,105.13,12500
925,925,Spider-Man: Web of Shadows,Action,69,49.7,1888300
926,926,The Lord of the Rings: The Return of the King,Action,77,17.31,212500
927,927,Tony Hawk's Pro Skater 4,Sports,82,24.65,2545710
928,928,DC Universe Online,Role-Playing,64,434.01,24200
929,929,Lemmings,Puzzle,75,37.4,1298200
930,930,The Book of Unwritten Tales 2,Adventure,74,59.04,279940
931,931,Spider-Man: Shattered Dimensions,Action,72,45.46,
932,932,Star Fox: Assault,Shooter,71,5.7,
933,933,StarCraft II: Heart of the Swarm,Strategy,85,11.87,
934,934,Summoner,Role-Playing,62,52.88,2426960
935,935,The Simpsons Game,Action,68,35.43,
936,936,Theme Park,Simulation,70,18.62,1202780
937,937,Battle vs. Chess,Misc,54,16.97,211050
938,938,Asura's Wrath,Action,77,27.41,
939,939,Castlevania: Curse of Darkness,Action,77,12.8,868060
940,940,Dragon's Lair,Platform,61,11.0,227380
941,941,Gray Matter,Adventure,74,23.21,260570
942,942,Koudelka,Role-Playing,74,14.47,
943,943,World of Tanks,Shooter,72,2365.37,1407200
944,944,X Rebirth,Simulation,60,15.0,2870
945,945,Space Hulk,Strategy,60,9.43,816090
946,946,Deathtrap Dungeon,Action,30,15.92,824760
947,947,Command & Conquer: Red Alert 2,Strategy,84,14.88,2229850
948,948,Muramasa: The Demon Blade,Role-Playing,82,27.55,2169950
949,949,Order of War,Strategy,80,19.15,312450
950,950,Patapon,Misc,76,11.22,2383200
951,951,Ratchet & Clank Future: Quest for Booty,Platform,68,3.25,
952,952,Red Dead Redemption: Undead Nightmare,Action,77,21.66,
953,953,Shadow Man,Action,72,14.0,1413870
954,954,Tales of Legendia,Role-Playing,69,34.93,
955,955,The First Templar,Action,64,28.21,57680
956,956,BloodRayne 2,Shooter,64,17.12,1373550
957,957,Brothers in Arms: Hell's Highway,Shooter,74,35.98,15390
958,958,Resistance: Fall of Man,Shooter,71,11.13,3018530
959,959,Samurai Shodown,Fighting,67,2.45,1342260
